name,team,gradClass,position,height,weight,highSchool,homeTown_city,homeTown_state,isInternational,weight_group,height_group
Tim Strele,Saint Peter's University,Junior,Forward,6'1,175,Fort Lee,Fort Lee,(NJ) - New Jersey,False,170-199,6'0-6'6
Teejay Vickery,Saint Peter's University,Freshman,Midfielder,5'9,155,Bridgend College,Porthcawl,Wales,True,150-169,5'8-5'11
Guilherme Melchiori,Saint Peter's University,Junior,Forward,,,,,,False,,
Conlan Paventi,Saint Peter's University,Graduate Student,Forward,5'10,150,South Hunterdon Regional High School,Lambertville,(NJ) - New Jersey,False,150-169,5'8-5'11
Harvey Ormerod,Saint Peter's University,Senior,Midfielder,5'9,167,Woodhouse Grove,Brighouse,,False,150-169,5'8-5'11
Jeremy Gonzalez,Saint Peter's University,Redshirt Junior,Midfielder,5'10,165,SALA,Trenton,(NJ) - New Jersey,False,150-169,5'8-5'11
Tiernan Garvey,Saint Peter's University,Freshman,Midfielder,6'0,160,Ballakermeen High School,Douglas,,False,150-169,6'0-6'6
David Gallegos-Santibanez,Saint Peter's University,Freshman,Forward,5'11,,North Plainfield High School,North Plainfield,(NJ) - New Jersey,False,,5'8-5'11
Omre Etienne,Saint Peter's University,Junior,Defender,5'9,160,Enlightium Academy,Paterson,(NJ) - New Jersey,False,150-169,5'8-5'11
Juan Gallegos-Santibanez,Saint Peter's University,Freshman,Defender,5'9,165,North Plainfield High School,North Plainfield,(NJ) - New Jersey,False,150-169,5'8-5'11
Lex Vaughan,Saint Peter's University,Junior,Midfielder,5'11,140,Barton Peveril College,Southampton,,False,130-149,5'8-5'11
Charlie Hare,Saint Peter's University,Senior,Defender,6'2,155,William Edwards,Essex,,False,150-169,6'0-6'6
Gabe Rodriguez,Saint Peter's University,Freshman,Midfielder,5'8,145,River Dell Regional High School,River Edge,(NJ) - New Jersey,False,130-149,5'8-5'11
Oliver Alaviuhkola,Saint Peter's University,Junior,Goalkeeper,6'2,,Ressu IB World School,Helsinki,,False,,6'0-6'6
Christopher  Liberal,Saint Peter's University,Freshman,Goalkeeper,6'1,170,Old Bridge High School,Old Bridge,(NJ) - New Jersey,False,170-199,6'0-6'6
Cuba Sorensen,Saint Peter's University,Sophomore,Midfielder,5'9,,Rysensteen,Copenhagen,Denmark,True,,5'8-5'11
Kaloyan Somov,Saint Peter's University,Senior,Forward,5'11,165,Brooke House College (England),Sofia,,False,150-169,5'8-5'11
Yuvrajveer Nagra,Saint Peter's University,Sophomore,Defender,5'11,160,Saint Benedict's Prep,Old Bridge,(NJ) - New Jersey,False,150-169,5'8-5'11
Adam Holt,Saint Peter's University,Graduate Student,Forward,6'1,182,Harrodian High School,London,,False,170-199,6'0-6'6
Connall McErlain,Saint Peter's University,Freshman,Forward,5'9,158,Saffron Walden County High School,Cambridge,United Kingdom,True,150-169,5'8-5'11
John Hallgren,Saint Peter's University,Junior,Defender,6'3,187,John Jay Senior High School,Poughkeepsie,(NY) - New York,False,170-199,6'0-6'6
Edgar Guerra,San Jose State University,,Goalkeeper,6′3,195 lbs,Maria Carrillo HS,Santa Rosa,(CA) - California,False,170-199,6'0-6'6
Ruben Flores-Thomas,San Jose State University,,Defender,5′10,175 lbs,Chico Senior HS,Chico,(CA) - California,False,170-199,5'8-5'11
Dane Pendleton,San Jose State University,,Forward,5′11,150 lbs,Prospect HS,San Jose,(CA) - California,False,150-169,5'8-5'11
Kaylob Walker,San Jose State University,,Defender,6′0,175 lbs,Central HS,Fresno,(CA) - California,False,170-199,6'0-6'6
Niklas Dossmann,San Jose State University,,Defender,6′1,180 lbs,"IGS Mainz-Bretzenheim (Mainz, Germany)",IGS Mainz-Bretzenheim (Mainz,,False,170-199,6'0-6'6
Gilberto Rivera,San Jose State University,,Midfielder,5′10,160 lbs,Mount Eden HS,Hayward,(CA) - California,False,150-169,5'8-5'11
Jarette Barajas,San Jose State University,,Defender,5′9,160 lbs,Cristo Rey San Jose HS,San Jose,(CA) - California,False,150-169,5'8-5'11
Cameron Cook,San Jose State University,,Midfielder,5′7,145 lbs,Milton Keynes HS,Milton Keynes,,False,130-149,5'7-5'3
Arnold Matshazi,San Jose State University,,Forward,5′9,174 lbs,Oakgrove School,Milton Keynes,,False,170-199,5'8-5'11
Angel Iniguez,San Jose State University,,Midfielder,5′6,150 lbs,Sacred Heart Cathedral Preparatory,Daly City,(CA) - California,False,150-169,5'7-5'3
Diogo Baptista,San Jose State University,,Forward,6′0,168 lbs,Mountain View HS,Mountain View,(CA) - California,False,150-169,6'0-6'6
Erick Villasenor,San Jose State University,,Midfielder,5′7,160 lbs,Gunderson HS,San Jose,(CA) - California,False,150-169,5'7-5'3
Angel Fernandez,San Jose State University,,Midfielder,5′10,163 lbs,Castro Valley HS,Hayward,(CA) - California,False,150-169,5'8-5'11
Angel Gutierrez,San Jose State University,,Forward,5′9,155 lbs,Cesar E. Chavez HS,Delano,(CA) - California,False,150-169,5'8-5'11
Christian Powell,San Jose State University,,Defender,6′1,175 lbs,Bella Vista HS,Fair Oaks,(CA) - California,False,170-199,6'0-6'6
Jesus Carrillo-Lorenzo,San Jose State University,,Midfielder,5′6,146 lbs,Mountain View HS,Mountain View,(CA) - California,False,130-149,5'7-5'3
Anthony Guzman,San Jose State University,,Forward,5′6,147 lbs,Making Waves Academy,San Pablo,(CA) - California,False,130-149,5'7-5'3
Javier Lopez,San Jose State University,,Defender,5′11,175 lbs,Adrian Wilcox HS,Santa Clara,(CA) - California,False,170-199,5'8-5'11
Jesper Bakli,San Jose State University,,Midfielder,5′8,145 lbs,Narvik Videregående Skole,Finnsnes,Norway,True,130-149,5'8-5'11
Victor Cabañas,San Jose State University,,Defender,5′10,165 lbs,Thomas Jefferson HS,Seattle,(WA) - Washington,False,150-169,5'8-5'11
Neo Ruiz,San Jose State University,,Midfielder,5′10,155 lbs,Evergreen Valley HS,San Jose,(CA) - California,False,150-169,5'8-5'11
Samuel Navarrete,San Jose State University,,Defender,5′8,145 lbs,Luis Valdez Leadership Academy,San Jose,(CA) - California,False,130-149,5'8-5'11
Jordi Tortell Daly,San Jose State University,,Forward,6′0,175 lbs,Santa Teresa HS,San Jose,(CA) - California,False,170-199,6'0-6'6
Diego Nieves,San Jose State University,,Defender,5′11,170 lbs,,San Jose,(CA) - California,False,170-199,5'8-5'11
Max Robles,San Jose State University,,Defender,6′3,190 lbs,Washington HS,Fremont,(CA) - California,False,170-199,6'0-6'6
Daniel Fregoso Bautista,San Jose State University,,Forward,5′9,138 lbs,,Los Banos,(CA) - California,False,130-149,5'8-5'11
Julian Escobar,San Jose State University,,Goalkeeper,6′1,180 lbs,Mount Pleasant HS,San Jose,(CA) - California,False,170-199,6'0-6'6
Ronin Axelson,San Jose State University,,Goalkeeper,6′5,205 lbs,Archie Williams HS,Fairfax,(CA) - California,False,Above 200,6'0-6'6
Eamon Fakhri,San Jose State University,,Defender,5′10,145 lbs,Dublin HS,Dublin,(CA) - California,False,130-149,5'8-5'11
Ian Menjivar,San Jose State University,,Forward,5′8,150 lbs,South HS Bakersfield,Bakersfield,(CA) - California,False,150-169,5'8-5'11
Juan Contreras Ruiz,San Jose State University,,Defender,5′11,165 lbs,Fremont HS,Sunnyvale,(CA) - California,False,150-169,5'8-5'11
Jack Stoecker,Santa Clara University,Graduate Student,Goalkeeper,6'7,215,Broomfield,Westminster,(CO) - Colorado,False,Above 200,6'6+
Jackson Ozburn,Santa Clara University,Junior,Goalkeeper,6'3,185,Skyline,Sammamish,(WA) - Washington,False,170-199,6'0-6'6
Yoni  Aidlberg,Santa Clara University,Senior,Midfielder,5'9,160,Bellarmine College Prep,San Jose,(CA) - California,False,150-169,5'8-5'11
Keagan Rhodes,Santa Clara University,Sophomore,Defender,6'0,155,Bellarmine College Prep,San Jose,(CA) - California,False,150-169,6'0-6'6
Naji Elder,Santa Clara University,Junior,Defender,6'3,190,Dearborn,Dearborn,(MI) - Michigan,False,170-199,6'0-6'6
Malte Fürst,Santa Clara University,Junior,Defender,6'3,205,Ulrich-von-Hutten-Gymnasium,Berlin,Germany,True,Above 200,6'0-6'6
Alvaro Gironda,Santa Clara University,Graduate Student,Defender,6'4,170,Colegio Lope de Vega,Meco,Spain,True,170-199,6'0-6'6
Florian Deletioglu,Santa Clara University,Graduate Student,Midfielder,6'0,190,European School of Munich,Munich,Germany,True,170-199,6'0-6'6
Pierce Dyal,Santa Clara University,Junior,Midfielder,5'7,150,Bellarmine College Prep,Los Gatos,(CA) - California,False,150-169,5'7-5'3
Baronyi Kengeye,Santa Clara University,Junior,Forward,5'11,165,Davidson,Kasulu,Tanzania,True,150-169,5'8-5'11
Jack Civitts,Santa Clara University,Sophomore,Forward,6'0,170,Issaquah,Issaquah,(WA) - Washington,False,170-199,6'0-6'6
Martin Kwende Jr.,Santa Clara University,Sophomore,Midfielder,6'0,202,Archbishop Mitty,San Jose,(CA) - California,False,Above 200,6'0-6'6
Noah Bohane,Santa Clara University,Senior,Forward,6'1,175,Los Gatos,Monte Sereno,(CA) - California,False,170-199,6'0-6'6
Aidan Wilmott,Santa Clara University,Sophomore,Defender,6'1,195,Freedom,Oakley,(CA) - California,False,170-199,6'0-6'6
Tyler Tipton,Santa Clara University,Junior,Forward,6'2,170,Sonora,Sonora,(CA) - California,False,170-199,6'0-6'6
Itamar Efrat,Santa Clara University,Sophomore,Defender,5'8,165,Shimon Ben Zvi,Givatayim,Israel,True,150-169,5'8-5'11
Will Wiersdorf,Santa Clara University,Sophomore,Midfielder,5'8,150,San Ramon Valley,Danville,(CA) - California,False,150-169,5'8-5'11
Carter Tseu,Santa Clara University,Freshman,Goalkeeper,6'5,195,Pleasant Grove,Elk Grove,(CA) - California,False,170-199,6'0-6'6
Andrew Sullivan,Santa Clara University,Freshman,Midfielder,6'0,170,Loyola,,,False,170-199,6'0-6'6
Khalil Rashad,Santa Clara University,Freshman,Midfielder,5'11,170,The College Preparatory School,Oakland,(CA) - California,False,170-199,5'8-5'11
Quinn Garrett,Santa Clara University,Freshman,Defender,6'2,180,La Costa Canyon,Encinitas,(CA) - California,False,170-199,6'0-6'6
Simon Diagana,Santa Clara University,Freshman,Forward,5'10,150,Berkeley,Berkeley,(CA) - California,False,150-169,5'8-5'11
Sean Bratkowsky,Santa Clara University,Freshman,Goalkeeper,6'3,195,Discovery Canyon,Colorado Springs,(CO) - Colorado,False,170-199,6'0-6'6
Brennan  Mallett,Santa Clara University,Senior,Midfielder,6'2,175,Valley Christian School,Gilroy,(CA) - California,False,170-199,6'0-6'6
Jaiden Windell,Santa Clara University,Freshman,Midfielder,5'10,170,Branham,San Jose,(CA) - California,False,170-199,5'8-5'11
Jackson Blake,Santa Clara University,Freshman,Defender,6'4,190,St Andrew's College,Christchurch,New Zealand,True,170-199,6'0-6'6
Kai Hatten,Santa Clara University,Freshman,Midfielder,6'3,180,Timberline,Boise,(ID) - Idaho,False,170-199,6'0-6'6
Yu Yokokawa,Santa Clara University,Freshman,Defender,6'0,165,The American School in Japan,Tokyo,Japan,True,150-169,6'0-6'6
Eduardo Marin,Santa Clara University,Junior,Goalkeeper,6'3,205,Freedom,Oakley,(CA) - California,False,Above 200,6'0-6'6
Marshall Herald,Seattle University,Redshirt Freshman,Goalkeeper,6'0,,University Hill Secondary,Vancouver,Canada,True,,6'0-6'6
Brady McSwain,Seattle University,Graduate Student,Goalkeeper,6'3,,,Westchester,(PA) - Pennsylvania,False,,6'0-6'6
Richy Lapointe-Guevara,Seattle University,Senior,Midfielder,,,,Montreal,Quebec,True,,
Jaden Manetta,Seattle University,Senior,Defender,6'2,175,University Hill,Burnaby,Canada,True,170-199,6'0-6'6
Davis Mungomba,Seattle University,Redshirt Junior,Defender,6'1,,Gymnasium Herkenrath,Bergisch,Germany,True,,6'0-6'6
Mo Mohamed,Seattle University,Senior,Midfielder,5'8,160,Cleveland HS,Portland,(OR) - Oregon,False,150-169,5'8-5'11
Jeremy Opong,Seattle University,Senior,Forward,5'9,,St. Edmund Campion,Brampton,,False,,5'8-5'11
Kai Yamazaki,Seattle University,Graduate Student,Midfielder,5'10,155,Matsusho Gakuen High School,Matsumoto,Japan,True,150-169,5'8-5'11
Nico Wiskel,Seattle University,Redshirt Sophomore,Midfielder,5'9,140,Lake Washington HS,Sacramento,(CA) - California,False,130-149,5'8-5'11
River Stewart,Seattle University,Junior,Forward,6'2,,Meadowdale HS,Seattle,(WA) - Washington,False,,6'0-6'6
Yuta Toya,Seattle University,Junior,Midfielder,5'7,,Municipal Funabashi HS,Maebashi,Japan,True,,5'7-5'3
Titus Washington ,Seattle University,Graduate Student,Forward,6'1,,Sage Creek HS,Carlsbad,(CA) - California,False,,6'0-6'6
Jackson Finn,Seattle University,Junior,Forward,6'3,,Woodland HS,Woodland,(WA) - Washington,False,,6'0-6'6
Tai Iida,Seattle University,Junior,Midfielder,5'5,140,,Nerima,Japan,True,130-149,5'7-5'3
Eiji Hata,Seattle University,Junior,Defender,5'8,158,Maebashi Ikuei,Kamakura,Japan,True,150-169,5'8-5'11
Yeider Zuluaga,Seattle University,Junior,Midfielder,5'11,158,Kent-Meridian HS,Cali,Colombia,True,150-169,5'8-5'11
Charlie Lanphier,Seattle University,Redshirt Junior,Goalkeeper,6'5,200,Eastlake HS,Sammamish,(WA) - Washington,False,Above 200,6'0-6'6
Lennard Fock,Seattle University,Graduate Student,Forward,6'2,,,Apensen,Germany,True,,6'0-6'6
Dane Rogers,Seattle University,Redshirt Freshman,Defender,6'4,190,Shorecrest HS,Lake Forest Park,(WA) - Washington,False,170-199,6'0-6'6
Taketo Onodera,Seattle University,Graduate Student,Midfielder,5'7,143,Shohei HS,Kawaguchi,Japan,True,130-149,5'7-5'3
Luke Hammond,Seattle University,Junior,Midfielder,5'6,140,Redmond HS,Redmond,(WA) - Washington,False,130-149,5'7-5'3
Demian Alvarez,Seattle University,Senior,Midfielder,6'3,178,,Chico,(CA) - California,False,170-199,6'0-6'6
Lars Thorne-Thomsen,Seattle University,Junior,Midfielder,5'9,,Hellgate HS,Missoula,(MT) - Montana,False,,5'8-5'11
Christian Koontz,Seattle University,Senior,Defender,5'10,,Shorecrest HS,Lake Forest Park,(WA) - Washington,False,,5'8-5'11
Enrique Guerrero,Seattle University,Redshirt Freshman,Midfielder,5'8,,Glacier Peak HS,Snohomish,(WA) - Washington,False,,5'8-5'11
Alex Notzka,Seattle University,Freshman,Forward,5'9,,Nathan Hale HS,Seattle,(WA) - Washington,False,,5'8-5'11
Edgar Leon,Seattle University,Freshman,Midfielder,5'8,165,Eastmont HS,East Wenatchee,(WA) - Washington,False,150-169,5'8-5'11
Bowen Teuber,Seattle University,Freshman,Forward,5'10,160,Summit HS,Bend,(OR) - Oregon,False,150-169,5'8-5'11
Andre Philibbosian,Seattle University,Redshirt Freshman,Midfielder,6'0,,Torrey Pines HS,San Diego,(CA) - California,False,,6'0-6'6
Marc Pedrosa,Seattle University,Redshirt Junior,Midfielder,6'0,150,North Creek HS,Barcelona,Spain,True,150-169,6'0-6'6
Owen Purvis,Seattle University,Freshman,Goalkeeper,6'6,,Point Loma HS,San Diego,(CA) - California,False,,6'6+
Justin Gemellaro,Seton Hall University,Senior,Goalkeeper,6'1,175,Manalapan,Manalapan,(NJ) - New Jersey,False,170-199,6'0-6'6
Matheus Franca,Seton Hall University,Sophomore,Goalkeeper,6'2,,St. Benedict's Prep,Newark,(NJ) - New Jersey,False,,6'0-6'6
Matias Molina,Seton Hall University,Junior,Goalkeeper,5'10,,Rosario Central,Rosario,Argentina,True,,5'8-5'11
Rikard Cederberg,Seton Hall University,Senior,Defender,6'1,,Bellarmine,Gothenburg,Sweden,True,,6'0-6'6
Benjamin Luengo,Seton Hall University,Freshman,Defender,,,Silver Students – Mar del Plata,Buenos Aires,Argentina,True,,
Liam Guske,Seton Hall University,Junior,Defender,5'11,,Orlando City U17,St. John's,(FL) - Florida,False,,5'8-5'11
Agustin Resch,Seton Hall University,Junior,Defender,,,,Arata,Argentina,True,,
Konstantin Donalies,Seton Hall University,Junior,Defender,6'1,,Gymnasium links der Weser,Bremen,Germany,True,,6'0-6'6
Nicolas Baala King Obama,Seton Hall University,Junior,Forward,,,University of Tours,Tours,France,True,,
Virgil Dall'Agnol,Seton Hall University,Junior,Midfielder,6'0,,FC Montceau Bourgogne,Grenoble,France,True,,6'0-6'6
Tim Ströbeck,Seton Hall University,Senior,Forward,6'0,,Clemson,Hassleholm,Sweden,True,,6'0-6'6
Hugo Gerbore,Seton Hall University,Junior,Midfielder,5'5,,GSI Pontivy,Moelan Sur Mer,France,True,,5'7-5'3
Jared Smith,Seton Hall University,Graduate Student,Defender,6'1,,Quinnipiac,Longmeadow,(MA) - Massachusetts,False,,6'0-6'6
Soren Jensen,Seton Hall University,Graduate Student,Goalkeeper,6'6,,Nyborg Gymnasium,Nyborg,Denmark,True,,6'6+
Til Kauschke,Seton Hall University,Freshman,Midfielder,,,,Hamburg,Germany,True,,
Mans Saebbo,Seton Hall University,Senior,Forward,6'1,187,Aspero Sports,Gothenburg,Sweden,True,170-199,6'0-6'6
Ian Albuquerque,Seton Hall University,Senior,Midfielder,5'7,160,The Pennington School,São Paulo,Brazil,True,150-169,5'7-5'3
Axel Berglund,Seton Hall University,Junior,Midfielder,6'1,,Darlington School,Turku,,False,,6'0-6'6
Nico Rubio,Seton Hall University,Junior,Midfielder,5'7,,Egg Harbor Township,Egg Harbor Township,(NJ) - New Jersey,False,,5'7-5'3
Thomas Sellwood,Seton Hall University,Sophomore,Midfielder,5'11,,Weston FC,Sao Paulo,Brazil,True,,5'8-5'11
Sam Bjork,Seton Hall University,Senior,Defender,6'0,,Huskvarna FF,Huskvarna,Sweden,True,,6'0-6'6
Aidan Tisony,Seton Hall University,Junior,Midfielder,5'10,,Ocean Township,Ocean Township,(NJ) - New Jersey,False,,5'8-5'11
Stan De Vries,Seton Hall University,Graduate Student,Midfielder,6'1,,Amadeus Lyceum,Utrecht,Netherlands,True,,6'0-6'6
Jack Kossoudji,Seton Hall University,Graduate Student,Midfielder,5'8,,Olentangy Orange,Columbus,(OH) - Ohio,False,,5'8-5'11
Ralph Pascarella,Seton Hall University,Senior,Defender,5'5,130,Mepham,Bellmore,(NY) - New York,False,130-149,5'7-5'3
Olivier Karbownik,Seton Hall University,Junior,Forward,5'9,,Delbarton School,Maplewood,(NJ) - New Jersey,False,,5'8-5'11
Jon Vignir Pétursson,Seton Hall University,Sophomore,Midfielder,6'1,,,Selfoss,Iceland,True,,6'0-6'6
Akira Bofinger,Seton Hall University,Freshman,Midfielder,,,Summit,Summit,(NJ) - New Jersey,False,,
Tyler Fernandes,Seton Hall University,Junior,Defender,5'6,,Seton Hall Prep,Harrison,(NJ) - New Jersey,False,,5'7-5'3
Diego Fernandez,Seton Hall University,Junior,Midfielder,5'7,,Roxbury,Landing,(NJ) - New Jersey,False,,5'7-5'3
Jesper Schone Vogtengen,Siena College,Senior,Defender,6'0,,Norges Toppidrettsgymnas,Haslum,Norway,True,,6'0-6'6
Dren Dobruna,Siena College,Freshman,Defender,5'9,,Holy Cross,Waterbury,(CT) - Connecticut,False,,5'8-5'11
Thomas Sams,Siena College,Senior,Defender,6'1,,Leicester City U18,St. Helens,,False,,6'0-6'6
Miguel Plaza,Siena College,Junior,Defender,6'1,,Stadtteilschule Bahrenfeld,Berlin,Germany,True,,6'0-6'6
Henrik Winkelmann,Siena College,Graduate Student,Defender,6'0,,Ernst-Moritz-Arndt Gymnasium,Ostercappeln,Germany,True,,6'0-6'6
Ryan Lim,Siena College,Senior,Midfielder,5'11,,RHAM / New Haven / Quinnipiac,Marlborough,(CT) - Connecticut,False,,5'8-5'11
Nick  Fernandes,Siena College,Graduate Student,Midfielder,6'0,,Carmel,Patterson,(NY) - New York,False,,6'0-6'6
Alejandro Perez Jorda,Siena College,Sophomore,Midfielder,6'0,,dr. IES Lluis Simarro,Genoves,Spain,True,,6'0-6'6
Mario Navarro Perez,Siena College,Sophomore,Forward,5'9,,IES Serrania Baja,Mira,Spain,True,,5'8-5'11
Alexander Zielonka,Siena College,Senior,Defender,6'0,,Wallington (Montclair State),Wallington,(NJ) - New Jersey,False,,6'0-6'6
Campbell Stalker,Siena College,Freshman,Midfielder,6'2,,St. Christopher's School/Richmond United,Richmond,,False,,6'0-6'6
Olafur Freysson,Siena College,Senior,Midfielder,5'9,,Sund Upper Secondary,Reykjavik,Iceland,True,,5'8-5'11
Cole Hellert,Siena College,Graduate Student,Midfielder,5'10,,George Mason HS,Falls Church,,False,,5'8-5'11
Anthony Rouse,Siena College,Senior,Midfielder,5'8,,Albany (Hudson Valley CC),Albany,(NY) - New York,False,,5'8-5'11
Zach Gardner,Siena College,Senior,Midfielder,6'0,,Glastonbury,Glastonbury,(CT) - Connecticut,False,,6'0-6'6
Tomislav Vrdoljak,Siena College,Freshman,Midfielder,6'0,,Bertolt-Brech-Schule Darmstadt,Frankfurt,Germany,True,,6'0-6'6
Isaac Gugel,Siena College,Freshman,Defender / Midfielder,5'11,,Inter Gainesville FC/Aravaca FC,Gainesville,(FL) - Florida,False,,5'8-5'11
Eric Svensson,Siena College,Junior,Defender,6'0,,Sannarpsgymnasiet,Halmstad,Sweden,True,,6'0-6'6
Joseph DiPreta,Siena College,Senior,Midfielder,5'10,,Done Stuart School (SUNY New Paltz),Clifton Park,(NY) - New York,False,,5'8-5'11
Benjamin Fogarty,Siena College,Freshman,Defender,6'1,,Lokeren-Temse 1st National,Antwerp,Belgium,True,,6'0-6'6
Christian Amaral,Siena College,Junior,Midfielder,5'10,,Newington (American International),Newington,(CT) - Connecticut,False,,5'8-5'11
Ben Biton,Siena College,Sophomore,Midfielder,5'10,,Fachoberschule München,Munich,Germany,True,,5'8-5'11
